-33710.465,244.01513,-677.45801,492076.71,-359774.59,-132672.97,6844.858,-6520.4716,757.97164,22119.076,-22984.417,-389.72275,50511.486,-28109.32,-22129.591,12174.469,-12214.48,416.2602,11051.271,-1654043.9,1643147,-1068.7292,-526448.76,527688.25,-331.40023,-52563.211,51684.243,830.8091,-7791.0205,8016.7446,-147.0748,403.18061,-724.84729,-16940.294
63.210593,-153.58781,0.12459325,379.84474,-606.96032,-166.52276,52.242594,4979.3039,-4772.0006,691.23844,-986.06575,-2456.3925,1611.6435,824.87132,-112.02264,637.50515,-549.53606,371.41336,1230.3914,-857.997,-49.664613,-76.489063,2088.1153,-920.53403,-1325.5497,-872.55763,657.00048,1337.3561,-1157.3856,216.13129,-302.66719,-751.69736,-42178.945,41770.926
2640.2944,-2836.0253,46218.12,-46178.775,84607.323,-84950.779,168.46371,109.04429,444.47138,742.9047,-1361.6453,-1133.1088,905.35956,1144.0096,-1009.7447,2106.5194,-2125.6625,394.85913,3492.0004,-3636.7014,351.27756,5.0272123,375.75781,1275.1952,-1832.5192,-1178.6804,698.14652,421.16443,147.95167,32.347047,-215.81908,-245.94825,-24689.441,-13700.138
2318.6131,-3091.5996,189.4705,1569.4799,-2123.2141,4827.6309,-4833.9685,218.75974,352.80441,958.32763,-1532.0087,-855.29978,799.8942,37.658149,-76.814875,2399.8039,-2416.3922,404.65865,3588.4056,-3311.1557,-84.751722,108.4934,-28.87529,770.34529,-1025.4079,-819.40345,-117.00314,853.79577,92.984195,-686.50356,597.57011,-48.996166,-351.79726,17.100982
685.71046,103863.6,-106608.73,-1761.3204,-61.816905,103.04184,-161.6444,6193.6755,-5949.0254,749.08759,-1056.4403,-1967.6498,836.01782,1105.3556,-110.56665,648.74331,-553.08272,379.76742,1224.105,-847.66012,-66.179035,-72.223174,2272.928,-1418.5923,-1025.809,-761.72725,422.02103,120.96255,-4256.415,4399.0795,-12369.966,11613.814,674.91179,-1099.5181
-1209.2069,-28.703706,111.15617,-363.72142,963.94188,-314.9173,1918.8215,-2483.5911,1012.1138,-508.33115,-839.9482,-398.91343,-615.86645,1229.4601,-246.93434,207.11465,79.525634,220.75563,427.56146,-49.676493,530.975,-499.15443,7994.3563,-8048.1519,93.328631,-1063.5791,590.54479,491.16478,-4640.5281,4115.9789,-1392.9257,1551.2829,-181.74329,-3082.8946
-1961.2165,-308.87868,-127.28604,198.89019,46.061143,36.994146,-1129.8646,911.22743,26.246394,196.60558,-505.26395,-521.12972,-216.4155,769.39119,-1113.6539,1223.4292,-77.382162,273.12623,577.67662,-224.43348,599.76048,-637.25255,810.11613,8323.2036,-9170.855,-673.18868,355.36431,407.75745,-3265.2779,-52801.646,55695.987,-5.28674,-18210.876,-47691.933
70.695851,2063.7191,-2336.2793,473.27725,122669.76,-123214.77,196.0491,872.39069,-872.06049,49.892847,-376.68271,-824.21726,499.26549,436.26416,-200.61238,430.52625,-341.06847,322.62355,845.44749,-594.78757,184.65618,-192.90808,777.76333,-407.4044,-446.63979,-386.32947,34.099563,480.94258,-117.52066,-375.27936,183.00707,-3100.4557,-24831.645,27501.083
-2854.5487,-2411.7384,-119.76565,381.06846,-471.32494,51527.158,-51510.421,26200.723,-25605.027,-455.22844,-350.15127,-1317.1684,1175.6762,336.17351,-234.47819,766.93605,-723.45063,359.38314,1035.9439,-790.89447,51.885035,-169.64773,226.8285,-87.289032,-174.22795,-226.76347,-694.57452,-2100.3244,2997.6274,-623.64078,-1364.3642,1618.6926,260.39645,-2040.8661
-381.87515,-1106.0503,7075.8105,-6371.7473,-1259.0393,88.351023,19.053832,367.46351,-128.71234,-183.48274,-427.71869,-1815.6668,1076.5597,821.12097,-203.82272,682.10693,-480.73258,378.66638,799.06826,-441.82613,-50.08207,49.905527,224.31043,-403.06527,-97.742217,-219.29255,-650.81958,-7367.7157,8117.4441,-49.11605,-613.76621,-477.05539,1207.2641,-5394.1281
-50551.149,-10602.764,100602.03,-86119.19,-15852.677,-301.10233,1959.2962,-2086.0428,432.48684,-148.17805,-638.4125,-5665.9844,3582.8606,2306.5852,-1208.1671,1293.8414,-90.081227,356.65266,494.75632,-183.7096,427.6234,-420.77198,7753.1018,-7886.3858,-37.107224,-364.19518,92.664987,-211708.08,203114.69,8647.9009,84.997644,-241.67039,-6734.6036,6954.0019
1285.8669,1417.7254,59515.974,-30007.725,-32982.224,-127.01062,119.46657,-281.21263,879.35079,-311.63295,-942.51206,-620.27305,-636.24093,1518.8829,-255.08757,219.44667,80.198558,233.71937,416.58212,-50.263048,540.17035,-508.26997,23791.298,-23872.025,45.823231,-792.65469,260.3109,71.389474,9.2645177,-283.27887,479.90982,232.65657,-793.533,213.86024
-1445.6791,67.443339,1069.7544,-1103.9487,-1338.9491,749.44109,101.80024,343.84252,480.32872,29986.173,-29462.604,-1804.4752,196.08494,475.1417,-62.679772,-178.32529,323.81129,-102.17482,522.43942,229.35643,-122.2132,22.914604,159.78544,-203.73142,360.37123,-2810.2113,1901.3583,891.53389,-1463.8641,748.40379,255.73095,-212.83127,-408.16129,385.13177
